Date,Region,Product,Units Sold,Price Per Unit,Total Revenue
2025-03-08,West,Product B,172,144.76,24898.719999999998
2025-02-27,North,Product A,108,43.1,4654.8
2025-02-16,North,Product A,64,426.22,27278.08
2025-04-03,South,Product B,158,415.25,65609.5
2025-04-17,East,Product B,126,335.53,42276.78
2025-04-13,North,Product E,108,427.85,46207.8
2025-01-27,West,Product A,138,222.04,30641.52
2025-03-21,North,Product D,37,437.76,16197.119999999999
2025-01-09,East,Product C,180,401.45,72261.0
2025-02-11,South,Product B,185,54.69,10117.65
2025-02-15,South,Product B,104,375.12,39012.48
2025-05-06,West,Product D,76,403.64,30676.64
2025-03-14,East,Product D,67,200.85,13456.949999999999
2025-04-30,West,Product D,96,326.28,31322.879999999997
2025-01-25,East,Product B,74,365.62,27055.88
2025-01-11,North,Product D,183,107.59,19688.97
2025-01-20,South,Product E,193,220.59,42573.87
2025-03-13,West,Product E,18,272.87,4911.66
2025-03-29,West,Product B,12,137.22,1646.6399999999999
2025-01-04,West,Product D,27,15.22,410.94
2025-04-28,North,Product B,93,155.67,14477.31
2025-01-10,North,Product A,194,207.58,40270.520000000004
2025-04-09,East,Product E,23,59.34,1364.8200000000002
2025-03-13,East,Product A,58,498.57,28917.06
2025-04-20,North,Product A,93,47.23,4392.389999999999
2025-04-23,West,Product A,47,58.64,2756.08
2025-01-13,North,Product B,10,175.57,1755.6999999999998
2025-02-26,West,Product E,122,50.8,6197.599999999999
2025-02-25,South,Product B,107,145.11,15526.770000000002
2025-04-22,East,Product D,117,250.21,29274.57
2025-02-05,East,Product D,162,395.42,64058.04
2025-01-04,South,Product B,39,30.85,1203.15
2025-03-29,West,Product E,118,418.43,49374.74
2025-02-19,South,Product E,135,17.21,2323.35
2025-04-24,East,Product C,154,357.11,54994.94
2025-02-02,East,Product C,110,99.7,10967.0
2025-03-20,East,Product E,37,122.86,4545.82
2025-04-27,North,Product E,23,324.16,7455.68
2025-04-22,South,Product D,128,228.27,29218.56
2025-05-02,North,Product A,75,357.92,26844.0
2025-05-02,South,Product A,2,268.64,537.28
2025-03-23,West,Product A,51,378.08,19282.079999999998
2025-05-02,North,Product C,159,14.75,2345.25
2025-04-22,North,Product B,4,207.36,829.44
2025-03-14,West,Product C,119,357.14,42499.659999999996
2025-02-27,South,Product B,56,463.4,25950.399999999998
2025-04-18,South,Product E,28,192.25,5383.0
2025-05-05,West,Product A,147,251.11,36913.170000000006
2025-04-28,South,Product B,58,279.33,16201.14
2025-04-27,East,Product B,55,407.89,22433.95
2025-03-30,South,Product A,35,400.67,14023.45
2025-01-18,South,Product C,9,207.46,1867.14
2025-04-12,East,Product B,152,308.64,46913.28
2025-02-27,East,Product C,173,432.68,74853.64
2025-01-29,East,Product D,117,340.06,39787.02
2025-04-14,East,Product C,84,205.52,17263.68
2025-03-13,North,Product B,92,267.03,24566.76
2025-04-23,North,Product E,127,259.24,32923.48
2025-03-16,South,Product B,71,439.16,31180.36
2025-05-04,North,Product D,70,141.67,9916.9
2025-04-21,South,Product E,36,314.6,11325.6
2025-02-18,East,Product A,128,277.07,35464.96
2025-01-29,West,Product E,60,495.45,29727.0
2025-03-06,East,Product C,140,142.1,19894.0
2025-04-20,South,Product D,70,222.32,15562.4
2025-01-20,North,Product E,160,212.28,33964.8
2025-02-27,South,Product A,100,116.36,11636.0
2025-01-05,West,Product A,73,314.3,22943.9
2025-04-08,North,Product D,198,99.85,19770.3
2025-03-02,West,Product A,120,434.23,52107.600000000006
2025-04-21,North,Product D,71,253.96,18031.16
2025-05-01,East,Product E,49,353.61,17326.89
2025-02-07,North,Product D,53,183.43,9721.79
2025-02-04,East,Product C,158,131.63,20797.54
2025-02-06,East,Product C,142,11.14,1581.88
2025-01-22,West,Product E,11,346.35,3809.8500000000004
2025-02-05,East,Product A,2,414.44,828.88
2025-02-13,North,Product C,170,250.61,42603.700000000004
2025-02-27,South,Product C,174,132.81,23108.94
2025-01-28,North,Product C,32,276.18,8837.76
2025-03-25,East,Product A,142,269.09,38210.78
2025-03-20,South,Product E,200,84.51,16902.0
2025-04-20,South,Product A,146,377.91,55174.86
2025-04-19,West,Product A,122,312.68,38146.96
2025-01-11,East,Product B,124,289.88,35945.12
2025-03-21,West,Product C,186,178.23,33150.78
2025-05-01,South,Product E,113,101.96,11521.48
2025-01-05,West,Product B,30,332.02,9960.599999999999
2025-04-19,West,Product D,51,54.53,2781.03
2025-04-02,East,Product A,159,122.68,19506.120000000003
2025-01-31,South,Product A,17,445.6,7575.200000000001
2025-03-19,East,Product B,79,213.48,16864.92
2025-05-05,West,Product A,76,454.89,34571.64
2025-01-23,South,Product A,57,345.65,19702.05
2025-03-30,North,Product B,1,162.28,162.28
2025-03-23,West,Product E,193,253.31,48888.83
2025-01-06,South,Product D,126,341.31,43005.06
2025-05-05,South,Product C,88,439.28,38656.64
2025-03-27,West,Product D,170,326.81,55557.7
2025-02-03,East,Product C,54,374.44,20219.76
2025-02-11,North,Product E,18,60.66,1091.8799999999999
2025-03-02,North,Product E,101,68.3,6898.299999999999
2025-04-20,South,Product D,79,293.52,23188.079999999998
2025-02-14,West,Product E,66,159.58,10532.28
2025-04-11,North,Product E,46,401.69,18477.74
2025-04-28,North,Product A,200,389.71,77942.0
2025-02-12,West,Product B,133,132.87,17671.71
2025-03-05,South,Product D,77,413.08,31807.16
2025-04-27,West,Product D,178,13.62,2424.3599999999997
2025-03-12,East,Product E,196,56.98,11168.08
2025-05-07,West,Product A,168,269.37,45254.16
2025-02-17,East,Product E,69,367.47,25355.43
2025-04-12,North,Product C,186,429.11,79814.46
2025-01-27,South,Product C,52,409.41,21289.32
2025-04-19,South,Product A,191,209.27,39970.57
2025-01-04,West,Product A,139,241.52,33571.28
2025-02-25,West,Product D,1,278.32,278.32
2025-01-01,South,Product C,105,31.73,3331.65
2025-03-08,North,Product C,49,40.0,1960.0
2025-03-21,North,Product D,185,172.4,31894.0
2025-01-23,North,Product C,80,271.68,21734.4
2025-01-28,South,Product C,98,67.47,6612.0599999999995
2025-04-20,North,Product E,149,11.04,1644.9599999999998
2025-04-29,North,Product C,144,421.1,60638.4
2025-03-26,East,Product D,49,237.83,11653.67
2025-03-08,North,Product B,147,454.37,66792.39
2025-01-06,South,Product C,2,172.95,345.9
2025-04-17,North,Product C,78,33.97,2649.66
2025-01-29,South,Product A,82,13.53,1109.46
2025-03-20,West,Product D,65,446.34,29012.1
2025-04-25,South,Product E,62,188.72,11700.64
2025-03-11,West,Product D,153,455.89,69751.17
2025-04-16,East,Product D,155,277.99,43088.450000000004
2025-01-29,North,Product B,179,203.62,36447.98
2025-03-26,South,Product E,112,151.24,16938.88
2025-02-21,North,Product B,70,121.94,8535.8
2025-01-19,West,Product B,34,78.38,2664.92
2025-04-17,North,Product A,27,200.62,5416.74
2025-03-16,East,Product E,5,387.25,1936.25
2025-04-22,North,Product E,92,285.67,26281.640000000003
2025-03-15,South,Product D,126,70.6,8895.599999999999
2025-03-08,North,Product C,145,417.44,60528.8
2025-03-21,South,Product C,126,406.03,51159.78
2025-05-03,South,Product E,150,482.9,72435.0
2025-01-15,West,Product A,27,371.91,10041.570000000002
2025-02-12,North,Product C,114,416.56,47487.840000000004
2025-01-03,North,Product D,146,13.22,1930.1200000000001
2025-04-20,North,Product C,98,493.47,48360.060000000005
2025-04-04,South,Product A,30,475.22,14256.6
2025-03-24,South,Product B,116,44.48,5159.679999999999
2025-01-20,North,Product C,189,13.96,2638.44
2025-01-29,South,Product C,61,316.49,19305.89
2025-02-06,North,Product D,127,395.89,50278.03
2025-04-13,South,Product D,21,482.64,10135.44
2025-03-02,South,Product A,10,321.85,3218.5
2025-04-21,North,Product B,124,414.07,51344.68
2025-03-07,West,Product D,181,279.14,50524.34
2025-01-24,East,Product A,89,349.03,31063.67
2025-02-18,South,Product D,61,161.92,9877.119999999999
2025-02-07,East,Product B,87,197.57,17188.59
2025-02-21,North,Product B,109,326.57,35596.13
2025-03-19,South,Product A,69,461.22,31824.18
2025-04-16,West,Product D,165,392.36,64739.4
2025-01-29,West,Product D,71,130.99,9300.29
2025-02-16,East,Product B,109,381.53,41586.77
2025-04-25,West,Product B,196,285.42,55942.32
2025-03-02,East,Product D,200,379.18,75836.0
2025-04-09,North,Product D,27,139.83,3775.4100000000003
2025-02-22,West,Product C,2,282.16,564.32
2025-05-02,West,Product B,159,344.45,54767.549999999996
2025-01-08,West,Product E,133,289.04,38442.32
2025-01-06,South,Product A,138,361.11,49833.18
2025-02-01,South,Product A,58,490.33,28439.14
2025-04-03,West,Product B,4,233.53,934.12
2025-02-13,North,Product A,44,264.21,11625.24
2025-01-01,North,Product D,120,366.31,43957.2
2025-01-02,East,Product C,6,295.76,1774.56
2025-04-10,South,Product D,25,308.84,7720.999999999999
2025-03-26,South,Product C,40,32.53,1301.2
2025-04-27,West,Product B,109,277.14,30208.26
2025-03-17,East,Product C,20,373.57,7471.4
2025-03-17,South,Product A,142,469.8,66711.6
2025-01-13,East,Product D,160,482.48,77196.8
2025-01-11,North,Product D,24,326.46,7835.039999999999
2025-01-23,North,Product C,46,15.1,694.6
2025-03-17,West,Product C,134,36.58,4901.719999999999
2025-04-08,North,Product C,116,62.68,7270.88
2025-02-09,East,Product B,21,58.94,1237.74
2025-01-15,West,Product B,93,259.17,24102.81
2025-01-16,East,Product E,155,20.97,3250.35
2025-02-07,East,Product B,156,422.62,65928.72
2025-04-29,West,Product D,155,150.31,23298.05
2025-03-07,South,Product D,17,123.5,2099.5
2025-01-05,North,Product D,18,329.25,5926.5
2025-01-10,West,Product E,181,185.64,33600.84
2025-01-13,South,Product D,177,105.35,18646.95
2025-03-14,North,Product B,177,152.36,26967.72
2025-04-13,North,Product D,170,155.71,26470.7
2025-01-11,West,Product C,13,259.02,3367.2599999999998
2025-04-29,West,Product E,198,365.51,72370.98
2025-05-06,North,Product D,127,13.93,1769.11
2025-02-24,North,Product B,141,451.86,63712.26
2025-01-16,North,Product D,136,112.72,15329.92
2025-02-26,East,Product C,64,251.86,16119.04
2025-05-03,South,Product C,103,298.34,30729.019999999997
2025-04-28,East,Product E,85,293.16,24918.600000000002
2025-01-15,East,Product C,41,96.93,3974.13
2025-03-04,South,Product E,41,477.28,19568.48
2025-01-11,West,Product B,77,380.46,29295.42
2025-03-29,North,Product A,54,396.61,21416.940000000002
2025-03-21,North,Product E,156,82.03,12796.68
2025-02-04,West,Product C,87,417.09,36286.829999999994
2025-05-03,North,Product D,47,177.12,8324.64
2025-04-12,South,Product B,66,36.52,2410.32
2025-02-08,West,Product A,69,184.52,12731.880000000001
2025-04-24,East,Product D,189,24.7,4668.3
2025-03-28,East,Product B,26,47.49,1234.74
2025-05-05,South,Product C,107,436.19,46672.33
2025-03-21,South,Product C,86,188.59,16218.74
2025-05-02,South,Product D,172,208.82,35917.04
2025-01-28,East,Product C,129,313.74,40472.46
2025-01-10,West,Product B,146,78.61,11477.06
2025-03-13,North,Product C,86,416.72,35837.920000000006
2025-02-12,East,Product D,46,325.06,14952.76
2025-05-04,West,Product D,88,421.59,37099.92
2025-02-24,West,Product C,99,252.03,24950.97
2025-02-22,West,Product E,157,63.07,9901.99
2025-01-04,North,Product D,160,387.06,61929.6
2025-04-07,South,Product E,186,340.43,63319.98
2025-03-27,East,Product B,164,111.45,18277.8
2025-03-27,West,Product D,192,105.6,20275.199999999997
2025-04-27,East,Product D,46,382.97,17616.620000000003
2025-02-24,North,Product D,66,295.02,19471.32
2025-03-17,West,Product E,138,442.9,61120.2
2025-02-01,East,Product B,186,316.67,58900.62
2025-01-12,North,Product B,84,408.13,34282.92
2025-03-29,South,Product E,123,298.96,36772.079999999994
2025-01-28,West,Product C,43,122.78,5279.54
2025-03-20,West,Product B,168,78.54,13194.720000000001
2025-03-21,West,Product C,43,321.46,13822.779999999999
2025-01-26,West,Product C,163,114.22,18617.86
2025-04-26,North,Product D,15,93.72,1405.8
2025-01-27,East,Product B,40,404.89,16195.599999999999
2025-03-08,East,Product A,80,293.43,23474.4
2025-01-04,North,Product B,26,150.88,3922.88
2025-04-18,East,Product E,151,131.67,19882.17
2025-01-18,North,Product B,171,112.63,19259.73
2025-04-06,North,Product E,22,302.03,6644.66
2025-05-02,West,Product B,43,185.52,7977.360000000001
2025-04-03,North,Product C,96,156.32,15006.72
2025-03-16,South,Product B,112,491.17,55011.04
2025-01-10,East,Product E,186,401.66,74708.76000000001
2025-02-01,South,Product E,42,343.69,14434.98
2025-04-20,North,Product C,110,321.0,35310.0
2025-04-27,South,Product E,41,70.9,2906.9
2025-01-13,West,Product A,120,374.46,44935.2
2025-02-21,North,Product D,159,170.63,27130.17
2025-01-05,East,Product D,35,375.45,13140.75
2025-03-19,North,Product A,60,378.35,22701.0
2025-04-12,North,Product B,61,319.23,19473.030000000002
2025-04-14,East,Product E,26,489.04,12715.04
2025-02-21,West,Product B,40,61.06,2442.4
2025-01-14,South,Product C,57,431.14,24574.98
2025-02-07,North,Product B,22,330.56,7272.32
2025-02-08,West,Product B,5,157.07,785.3499999999999
2025-02-09,West,Product A,65,442.11,28737.15
2025-03-30,West,Product E,115,34.41,3957.1499999999996
2025-02-15,East,Product C,195,197.7,38551.5
2025-01-18,East,Product D,156,471.81,73602.36
2025-01-26,East,Product D,42,246.97,10372.74
2025-03-03,West,Product A,51,240.17,12248.67
2025-03-11,South,Product C,54,302.17,16317.18
2025-02-03,South,Product C,199,353.65,70376.34999999999
2025-02-09,West,Product D,26,445.71,11588.46
2025-03-08,North,Product E,74,434.07,32121.18
2025-03-19,South,Product D,130,472.73,61454.9
2025-01-22,South,Product C,166,299.45,49708.7
2025-04-01,South,Product D,116,416.52,48316.32
2025-04-16,East,Product B,48,436.08,20931.84
2025-01-16,East,Product E,179,488.79,87493.41
2025-04-01,North,Product B,141,120.07,16929.87
2025-01-03,West,Product D,60,472.45,28347.0
2025-02-09,South,Product A,12,392.86,4714.32
2025-02-01,South,Product E,13,396.97,5160.610000000001
2025-01-20,West,Product A,22,480.85,10578.7
2025-01-16,North,Product D,179,285.11,51034.69
2025-04-28,East,Product D,113,93.27,10539.51
2025-02-01,East,Product A,52,130.81,6802.12
2025-01-01,North,Product B,15,259.87,3898.05
2025-03-15,West,Product C,156,161.1,25131.6
2025-01-22,West,Product A,151,493.04,74449.04000000001
2025-02-12,North,Product C,7,417.28,2920.96
2025-03-23,East,Product A,137,167.5,22947.5
2025-02-16,West,Product A,29,167.89,4868.8099999999995
2025-04-10,South,Product A,32,429.46,13742.72
2025-03-03,West,Product D,87,476.18,41427.66
2025-01-26,West,Product B,199,208.41,41473.59
2025-04-01,North,Product C,74,325.37,24077.38
2025-04-07,North,Product D,7,397.81,2784.67
2025-04-17,North,Product C,115,258.02,29672.3
2025-04-22,West,Product D,51,342.96,17490.96
2025-03-08,East,Product A,60,330.73,19843.800000000003
2025-03-15,West,Product D,149,129.5,19295.5
2025-01-24,East,Product D,197,50.51,9950.47
2025-02-06,East,Product D,131,406.92,53306.520000000004
2025-02-12,South,Product B,31,130.19,4035.89
2025-03-28,West,Product C,182,369.85,67312.7
2025-01-15,West,Product A,199,127.17,25306.83
2025-04-16,North,Product E,145,381.03,55249.35
2025-02-27,North,Product A,54,186.43,10067.220000000001
2025-03-01,East,Product D,111,278.43,30905.73
2025-02-21,West,Product B,181,218.78,39599.18
2025-04-26,South,Product A,108,44.04,4756.32
2025-01-10,East,Product D,116,483.41,56075.560000000005
2025-02-02,East,Product D,10,235.3,2353.0
2025-04-23,North,Product E,71,305.18,21667.78
2025-03-04,West,Product C,135,103.31,13946.85
2025-01-10,South,Product A,166,257.32,42715.119999999995
2025-01-28,East,Product D,77,356.75,27469.75
2025-03-18,East,Product C,61,380.98,23239.780000000002
2025-02-27,North,Product C,179,369.86,66204.94
2025-04-10,North,Product E,104,41.99,4366.96
2025-01-09,West,Product E,102,469.81,47920.62
2025-01-19,East,Product D,171,341.43,58384.53
2025-03-25,North,Product D,102,217.13,22147.26
2025-02-23,West,Product C,160,184.48,29516.8
2025-02-25,North,Product B,171,447.39,76503.69
2025-01-11,North,Product E,170,341.01,57971.7
2025-02-15,North,Product D,164,318.02,52155.28
2025-03-29,West,Product D,157,305.23,47921.11
2025-02-09,West,Product A,95,495.18,47042.1
2025-02-18,North,Product D,199,139.18,27696.82
2025-01-20,North,Product A,94,293.18,27558.920000000002
2025-03-19,South,Product E,154,149.07,22956.78
2025-04-02,North,Product E,172,498.77,85788.44
2025-04-14,North,Product D,128,258.28,33059.84
2025-01-22,West,Product D,106,64.63,6850.78
2025-01-28,West,Product D,117,429.82,50288.94
2025-03-31,North,Product B,10,331.28,3312.7999999999997
2025-04-08,East,Product D,106,280.93,29778.58
2025-04-10,South,Product D,82,276.02,22633.64
2025-02-03,North,Product C,64,482.86,30903.04
2025-02-06,North,Product E,43,430.86,18526.98
2025-01-15,West,Product B,132,262.63,34667.159999999996
2025-01-03,North,Product A,29,284.84,8260.359999999999
2025-02-01,North,Product C,52,208.7,10852.4
2025-05-05,South,Product C,104,114.93,11952.720000000001
2025-01-18,North,Product A,67,425.53,28510.51
2025-04-06,East,Product A,200,294.26,58852.0
2025-04-25,South,Product D,106,291.17,30864.02
2025-04-15,South,Product C,33,157.51,5197.83
2025-02-05,East,Product A,29,126.0,3654.0
2025-01-20,North,Product B,115,405.77,46663.549999999996
2025-05-02,West,Product B,44,276.56,12168.64
2025-02-07,West,Product A,164,479.06,78565.84
2025-02-20,East,Product A,88,308.99,27191.120000000003
2025-04-11,West,Product D,179,294.48,52711.920000000006
2025-03-23,North,Product A,109,154.12,16799.08
2025-02-03,South,Product C,41,116.86,4791.26
2025-04-22,East,Product C,37,16.99,628.63
2025-04-17,North,Product A,153,491.82,75248.45999999999
2025-03-08,North,Product E,70,28.93,2025.1
2025-04-06,West,Product D,71,142.41,10111.11
2025-04-28,South,Product D,102,285.31,29101.62
2025-03-27,East,Product E,7,132.44,927.0799999999999
2025-02-15,East,Product C,87,13.4,1165.8
2025-03-24,South,Product A,51,167.25,8529.75
2025-02-14,South,Product A,177,182.01,32215.769999999997
2025-04-15,South,Product D,98,222.56,21810.88
2025-02-17,South,Product A,11,187.5,2062.5
2025-01-23,West,Product E,127,207.75,26384.25
2025-04-11,East,Product D,71,134.44,9545.24
2025-02-04,South,Product C,7,21.15,148.04999999999998
2025-04-16,South,Product C,121,379.38,45904.979999999996
2025-03-03,West,Product D,120,24.87,2984.4
2025-03-21,South,Product C,21,318.42,6686.820000000001
2025-01-06,South,Product B,194,401.07,77807.58
2025-03-07,East,Product B,166,248.3,41217.8
2025-02-14,West,Product B,130,388.55,50511.5
2025-04-22,East,Product D,153,402.03,61510.59
2025-03-29,South,Product A,38,112.69,4282.22
2025-01-05,North,Product B,80,422.05,33764.0
2025-04-06,South,Product E,122,402.12,49058.64
2025-04-25,North,Product C,25,277.3,6932.5
2025-04-16,North,Product C,127,226.59,28776.93
2025-05-04,South,Product A,186,388.5,72261.0
2025-03-25,West,Product E,85,20.57,1748.45
2025-03-20,East,Product C,158,236.15,37311.700000000004
2025-01-24,East,Product C,30,330.45,9913.5
2025-03-30,West,Product C,89,112.59,10020.51
2025-04-03,South,Product B,33,43.05,1420.6499999999999
2025-01-12,South,Product D,174,423.63,73711.62
2025-03-20,East,Product E,193,176.56,34076.08
2025-04-07,West,Product C,147,494.5,72691.5
2025-02-15,South,Product A,177,123.12,21792.24
2025-03-20,North,Product D,11,80.97,890.67
2025-04-11,North,Product A,29,324.74,9417.460000000001
2025-01-29,North,Product A,155,318.97,49440.350000000006
2025-01-04,North,Product A,55,229.48,12621.4
2025-03-12,West,Product B,36,83.05,2989.7999999999997
2025-01-01,East,Product E,145,438.54,63588.3
2025-03-15,South,Product E,186,221.11,41126.46
2025-04-15,North,Product A,181,97.82,17705.42
2025-01-28,East,Product E,155,497.85,77166.75
2025-01-17,West,Product D,116,422.4,48998.399999999994
2025-02-03,South,Product A,16,249.14,3986.24
2025-02-05,West,Product E,69,153.44,10587.36
2025-02-13,West,Product D,31,102.93,3190.8300000000004
2025-05-03,West,Product D,23,234.84,5401.32
2025-03-09,South,Product A,165,365.9,60373.49999999999
2025-03-05,North,Product A,113,174.8,19752.4
2025-01-31,South,Product A,139,119.55,16617.45
2025-01-17,West,Product E,148,127.7,18899.600000000002
2025-03-18,North,Product A,98,304.96,29886.079999999998
2025-03-13,South,Product D,34,320.64,10901.76
2025-01-03,North,Product C,3,158.31,474.93
2025-03-07,West,Product C,106,434.66,46073.96
2025-04-15,South,Product E,113,383.84,43373.92
2025-03-28,North,Product A,61,307.2,18739.2
2025-01-21,North,Product C,36,146.34,5268.24
2025-02-21,East,Product E,150,79.92,11988.0
2025-03-20,East,Product B,131,393.83,51591.729999999996
2025-04-21,North,Product C,114,151.94,17321.16
2025-01-30,West,Product B,54,357.02,19279.079999999998
2025-01-15,East,Product B,41,134.75,5524.75
2025-04-12,West,Product E,5,350.1,1750.5
2025-05-07,West,Product E,38,485.83,18461.54
2025-02-03,South,Product D,35,437.48,15311.800000000001
2025-01-15,East,Product B,20,358.81,7176.2
2025-04-21,West,Product A,55,325.64,17910.2
2025-01-27,East,Product E,53,478.97,25385.41
2025-03-05,South,Product B,47,245.82,11553.539999999999
2025-04-21,South,Product D,193,480.94,92821.42
2025-03-19,South,Product C,60,415.88,24952.8
2025-03-30,West,Product C,160,162.01,25921.6
2025-04-26,West,Product E,191,163.23,31176.929999999997
2025-01-08,South,Product C,81,286.15,23178.149999999998
2025-04-19,North,Product B,31,425.5,13190.5
2025-04-25,East,Product C,67,306.55,20538.850000000002
2025-04-14,East,Product E,89,193.02,17178.780000000002
2025-02-22,West,Product D,10,232.43,2324.3
2025-02-15,South,Product B,128,172.95,22137.6
2025-03-25,West,Product C,17,24.3,413.1
2025-05-02,South,Product E,49,497.94,24399.06
2025-04-29,South,Product A,193,241.45,46599.85
2025-04-16,North,Product D,68,243.6,16564.8
2025-02-26,North,Product B,120,15.33,1839.6
2025-04-17,South,Product B,38,179.11,6806.18
2025-01-04,West,Product C,131,429.2,56225.2
2025-01-31,West,Product B,42,275.2,11558.4
2025-01-25,West,Product E,95,88.53,8410.35
2025-01-08,West,Product E,131,185.39,24286.089999999997
2025-03-06,North,Product B,158,112.72,17809.76
2025-01-07,South,Product D,109,421.28,45919.52
2025-04-28,South,Product A,115,298.47,34324.05
2025-02-14,West,Product A,2,217.06,434.12
2025-04-16,South,Product E,184,12.76,2347.84
2025-03-26,South,Product C,175,396.77,69434.75
2025-04-27,East,Product B,72,205.38,14787.36
2025-02-18,South,Product E,95,247.59,23521.05
2025-04-09,West,Product A,24,121.17,2908.08
2025-02-26,East,Product C,44,52.51,2310.44
2025-05-06,East,Product D,136,182.77,24856.72
2025-01-26,West,Product D,2,319.54,639.08
2025-02-27,North,Product C,50,381.89,19094.5
2025-04-28,West,Product D,118,200.7,23682.6
2025-03-07,West,Product D,131,80.02,10482.619999999999
2025-04-29,North,Product B,6,16.69,100.14000000000001
2025-04-10,South,Product E,104,132.82,13813.279999999999
2025-04-18,South,Product A,104,401.63,41769.52
2025-05-03,West,Product D,8,143.96,1151.68
2025-01-13,North,Product B,109,338.54,36900.86
2025-05-06,South,Product A,42,184.91,7766.22
2025-01-17,West,Product A,192,252.73,48524.159999999996
2025-02-25,South,Product C,77,205.02,15786.54
2025-03-09,West,Product E,161,343.43,55292.23
2025-03-29,North,Product C,60,382.38,22942.8
2025-05-02,East,Product B,108,271.79,29353.320000000003
2025-04-16,North,Product A,49,76.41,3744.0899999999997
2025-04-09,South,Product E,28,322.77,9037.56
2025-03-30,East,Product B,175,110.95,19416.25
2025-01-07,East,Product B,87,132.07,11490.09
2025-03-27,North,Product B,187,326.94,61137.78
2025-01-18,North,Product D,58,453.86,26323.88
2025-03-11,North,Product A,126,265.5,33453.0
2025-02-04,North,Product C,60,397.85,23871.0
2025-02-15,South,Product B,79,114.09,9013.11
2025-04-16,South,Product C,19,358.26,6806.94
2025-03-19,South,Product C,19,417.98,7941.620000000001
2025-03-28,South,Product A,160,257.79,41246.4
2025-03-17,South,Product B,25,47.52,1188.0
2025-04-03,South,Product B,55,207.84,11431.2
2025-02-08,South,Product A,26,357.61,9297.86
2025-04-15,North,Product C,8,476.7,3813.6
2025-02-06,South,Product B,184,315.57,58064.88
2025-01-06,North,Product D,138,490.92,67746.96
2025-04-30,West,Product D,49,47.34,2319.6600000000003
2025-03-29,East,Product B,5,196.06,980.3
2025-02-23,North,Product A,24,415.76,9978.24
2025-03-15,West,Product C,145,476.42,69080.90000000001
2025-01-16,East,Product E,182,481.6,87651.2
2025-04-30,North,Product A,63,446.53,28131.39
2025-01-13,South,Product B,147,143.65,21116.55
2025-05-02,East,Product D,119,117.8,14018.199999999999
2025-03-31,South,Product E,151,432.53,65312.03
2025-04-07,East,Product A,43,462.06,19868.58
2025-04-29,West,Product C,42,312.61,13129.62
2025-04-14,West,Product C,1,48.87,48.87
2025-04-06,West,Product B,5,207.43,1037.15
2025-03-16,North,Product C,34,319.92,10877.28
2025-04-16,South,Product A,20,152.59,3051.8
2025-01-30,South,Product C,139,366.84,50990.759999999995
2025-05-02,North,Product E,140,340.29,47640.600000000006
2025-04-22,South,Product E,64,294.67,18858.88
2025-03-26,West,Product A,136,415.63,56525.68
2025-04-09,East,Product B,70,470.46,32932.2
2025-04-07,West,Product E,173,402.49,69630.77
2025-01-30,South,Product C,173,317.52,54930.96
2025-01-26,West,Product B,133,404.97,53861.01
2025-03-04,North,Product A,147,151.62,22288.14
2025-04-11,North,Product C,71,22.23,1578.33
2025-04-23,North,Product D,28,63.97,1791.1599999999999
2025-02-08,South,Product B,5,495.93,2479.65
2025-04-06,East,Product D,138,238.24,32877.12
2025-01-08,East,Product B,148,239.32,35419.36
2025-05-05,West,Product E,186,15.62,2905.3199999999997
2025-04-14,North,Product B,137,252.59,34604.83
2025-03-03,South,Product A,87,85.79,7463.7300000000005
2025-04-12,South,Product A,96,93.48,8974.08
2025-01-01,South,Product D,109,36.72,4002.48
2025-03-19,West,Product A,106,253.79,26901.739999999998
2025-05-05,West,Product E,89,104.87,9333.43
2025-02-06,North,Product A,52,362.65,18857.8
2025-05-02,South,Product D,147,324.58,47713.259999999995
2025-02-16,East,Product D,111,350.85,38944.350000000006
2025-03-13,South,Product A,51,23.79,1213.29
2025-01-11,East,Product E,9,322.39,2901.5099999999998
2025-02-22,North,Product B,47,163.71,7694.370000000001
2025-01-06,South,Product A,144,249.71,35958.24
2025-03-11,West,Product B,130,368.4,47892.0
2025-03-17,East,Product D,62,477.25,29589.5
2025-03-15,North,Product B,142,15.89,2256.38
2025-05-01,West,Product A,73,447.54,32670.420000000002
2025-03-06,West,Product D,117,209.26,24483.42
2025-03-30,West,Product D,73,74.65,5449.450000000001
2025-04-21,South,Product E,134,347.88,46615.92
2025-01-08,South,Product D,4,319.37,1277.48
2025-01-06,East,Product C,137,103.76,14215.12
2025-01-25,East,Product D,41,447.7,18355.7
2025-02-02,West,Product E,70,62.35,4364.5
2025-02-24,East,Product B,111,188.3,20901.300000000003
2025-04-16,South,Product C,73,309.11,22565.030000000002
2025-02-04,North,Product C,144,180.41,25979.04
2025-03-08,North,Product E,70,186.31,13041.7
2025-03-14,East,Product A,173,340.68,58937.64
2025-02-22,North,Product B,144,334.0,48096.0
2025-02-18,South,Product D,162,187.27,30337.74
2025-02-05,West,Product D,142,209.04,29683.68
2025-04-12,East,Product D,39,80.27,3130.5299999999997
2025-03-18,East,Product B,172,377.9,64998.799999999996
2025-03-31,West,Product B,25,433.67,10841.75
2025-04-26,West,Product E,104,137.29,14278.16
2025-03-18,East,Product B,191,105.99,20244.09
2025-02-08,South,Product E,168,399.02,67035.36
2025-01-28,West,Product C,103,170.65,17576.95
